id,link,content,date,retweets,favorites,mentions,hashtags,geo;
1059897349005283334,https://twitter.com/realDonaldTrump/status/1059897349005283334,Congressman Randy Hultgren (R) of Illinois is doing a great job. Get out and Vote for Randy - Total Endorsement!,2018-11-06 20:56:34,12145,60266,,,;
1060022696703070208,https://twitter.com/realDonaldTrump/status/1060022696703070208,Tremendous success tonight. Thank you to all!,2018-11-07 05:14:39,43632,233176,,,;
1060056007316045825,https://twitter.com/realDonaldTrump/status/1060056007316045825,“There’s only been 5 times in the last 105 years that an incumbent President has won seats in the Senate in the off year election. Mr. Trump has magic about him. This guy has magic coming out of his ears. He is an astonishing vote getter & campaigner. The Republicans are.........,2018-11-07 07:27:01,20149,92004,,,;
"1060058718937800704,https://twitter.com/realDonaldTrump/status/1060058718937800704,""....unbelievably lucky to have him and I’m just awed at how well they’ve done. It’s all the Trump magic - Trump is the magic man. Incredible, he’s got the entire media against him, attacking him every day, and he pulls out these enormous wins.” Ben Stein, “The Capitalist Code”"",2018-11-07 07:37:48,16676,81450,,,";
"1060061704850206720,https://twitter.com/realDonaldTrump/status/1060061704850206720,"". @ DavidAsmanfox “How do the Democrats respond to this? Think of how his position with Republicans improves-all the candidates who won tonight. They realize how important he is because of what he did in campaigning for them. They owe him their political career.” Thanks, I agree!"",2018-11-07 07:49:40,11111,57752,@,,";
"1060130202418864129,https://twitter.com/realDonaldTrump/status/1060130202418864129,""Received so many Congratulations from so many on our Big Victory last night, including from foreign nations (friends) that were waiting me out, and hoping, on Trade Deals. Now we can all get back to work and get things done!"",2018-11-07 12:21:51,19702,101697,,,";
1060138691778301953,https://twitter.com/realDonaldTrump/status/1060138691778301953,Ron DeSantis showed great courage in his hard fought campaign to become the Governor of Florida. Congratulations to Ron and family!,2018-11-07 12:55:35,14396,80345,,,;
"1060141780878979072,https://twitter.com/realDonaldTrump/status/1060141780878979072,""Those that worked with me in this incredible Midterm Election, embracing certain policies and principles, did very well. Those that did not, say goodbye! Yesterday was such a very Big Win, and all under the pressure of a Nasty and Hostile Media!"",2018-11-07 13:07:51,21230,101062,,,";
1060148982968733696,https://twitter.com/realDonaldTrump/status/1060148982968733696,I will be doing a news conference at The White House - 11:30 A.M. Will be discussing our success in the Midterms!,2018-11-07 13:36:28,11789,63229,,,;
"1060153052676702208,https://twitter.com/realDonaldTrump/status/1060153052676702208,""To any of the pundits or talking heads that do not give us proper credit for this great Midterm Election, just remember two words - FAKE NEWS!"",2018-11-07 13:52:39,25472,127701,,,";
"1060155917059219461,https://twitter.com/realDonaldTrump/status/1060155917059219461,""If the Democrats think they are going to waste Taxpayer Money investigating us at the House level, then we will likewise be forced to consider investigating them for all of the leaks of Classified Information, and much else, at the Senate level. Two can play that game!"",2018-11-07 14:04:02,44082,168586,,,";
"1060162807960870913,https://twitter.com/realDonaldTrump/status/1060162807960870913,""In all fairness, Nancy Pelosi deserves to be chosen Speaker of the House by the Democrats. If they give her a hard time, perhaps we will add some Republican votes. She has earned this great honor!"",2018-11-07 14:31:24,16033,81608,,,";
"1060194964351660033,https://twitter.com/realDonaldTrump/status/1060194964351660033,""According to NBC News, Voters Nationwide Disapprove of the so-called Mueller Investigation (46%) more than they Approve (41%). You mean they are finally beginning to understand what a disgusting Witch Hunt, led by 17 Angry Democrats, is all about!"",2018-11-07 16:39:11,24956,112866,,,";
"1060256619383193601,https://twitter.com/realDonaldTrump/status/1060256619383193601,""We are pleased to announce that Matthew G. Whitaker, Chief of Staff to Attorney General Jeff Sessions at the Department of Justice, will become our new Acting Attorney General of the United States. He will serve our Country well...."",2018-11-07 20:44:11,26050,111363,,,";
"1060256623439110146,https://twitter.com/realDonaldTrump/status/1060256623439110146,""....We thank Attorney General Jeff Sessions for his service, and wish him well! A permanent replacement will be nominated at a later date."",2018-11-07 20:44:12,17397,81723,,,";
"1060511925883285504,https://twitter.com/realDonaldTrump/status/1060511925883285504,""I have been fully briefed on the terrible shooting in California. Law Enforcement and First Responders, together with the FBI, are on scene. 13 people, at this time, have been reported dead. Likewise, the shooter is dead, along with the first police officer to enter the bar...."",2018-11-08 13:38:41,17597,86869,,,";
"1060515116700045312,https://twitter.com/realDonaldTrump/status/1060515116700045312,""....Great bravery shown by police. California Highway Patrol was on scene within 3 minutes, with first officer to enter shot numerous times. That Sheriff’s Sergeant died in the hospital. God bless all of the victims and families of the victims. Thank you to Law Enforcement."",2018-11-08 13:51:21,21815,117678,,,";
1060723241193484288,https://twitter.com/realDonaldTrump/status/1060723241193484288,Law Enforcement is looking into another big corruption scandal having to do with Election Fraud in # Broward and Palm Beach. Florida voted for Rick Scott!,2018-11-09 03:38:22,36011,123308,,#,;
1060908430062481408,https://twitter.com/realDonaldTrump/status/1060908430062481408,“Presidential Proclamation Addressing Mass Migration Through the Southern Border of the United States”https://www.whitehouse.gov/presidential-actions/presidential-proclamation-addressing-mass-migration-southern-border-united-states/ …,2018-11-09 15:54:15,15129,51205,,,;
1060923822851874816,https://twitter.com/realDonaldTrump/status/1060923822851874816,. @ BrianKempGA ran a great race in Georgia – he won. It is time to move on!,2018-11-09 16:55:25,17854,78234,@,,;
1060924708101644288,https://twitter.com/realDonaldTrump/status/1060924708101644288,You mean they are just now finding votes in Florida and Georgia – but the Election was on Tuesday? Let’s blame the Russians and demand an immediate apology from President Putin!,2018-11-09 16:58:56,36352,138519,,,;
"1060938144336367616,https://twitter.com/realDonaldTrump/status/1060938144336367616,""As soon as Democrats sent their best Election stealing lawyer, Marc Elias, to Broward County they miraculously started finding Democrat votes. Don’t worry, Florida - I am sending much better lawyers to expose the FRAUD!"",2018-11-09 17:52:19,38265,123907,,,";
"1060942600994050048,https://twitter.com/realDonaldTrump/status/1060942600994050048,""Jeff Flake(y) doesn’t want to protect the Non-Senate confirmed Special Counsel, he wants to protect his future after being unelectable in Arizona for the “crime” of doing a terrible job! A weak and ineffective guy!"",2018-11-09 18:10:02,17913,76991,,,";
"1060949297900834816,https://twitter.com/realDonaldTrump/status/1060949297900834816,""Rick Scott was up by 50,000+ votes on Election Day, now they “found” many votes and he is only up 15,000 votes. “The Broward Effect.” How come they never find Republican votes?"",2018-11-09 18:36:38,29552,103784,,,";
1060958713047961600,https://twitter.com/realDonaldTrump/status/1060958713047961600,Mayor Gillum conceded on Election Day and now Broward County has put him “back into play.” Bill Nelson conceded Election - now he’s back in play!? This is an embarrassment to our Country and to Democracy!,2018-11-09 19:14:03,31437,118163,,,;
"1060960329876697088,https://twitter.com/realDonaldTrump/status/1060960329876697088,""In the 2016 Election I was winning by so much in Florida that Broward County, which was very late with vote tabulation and probably getting ready to do a “number,” couldn’t do it because not enough people live in Broward for them to falsify a victory!"",2018-11-09 19:20:28,20256,78915,,,";
1060964991510110208,https://twitter.com/realDonaldTrump/status/1060964991510110208,Thank you @ marcorubio for helping to expose the potential corruption going on with respect to Election Theft in Broward and Palm Beach Counties. The WORLD is now watching closely!,2018-11-09 19:39:00,26102,97686,@,,;
"1060993836984324096,https://twitter.com/realDonaldTrump/status/1060993836984324096,""Just out — in Arizona, SIGNATURES DON’T MATCH. Electoral corruption - Call for a new Election? We must protect our Democracy!"",2018-11-09 21:33:37,44973,152125,,,";
